ASN,Holder,Country,UN Regions,UN Sub-Regions,RIR Regions,Filtering,Anti-spoofing,Coordination,Global Validation IRR,Global Validation RPKI
15180,UOL DIVEO S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
15201,Universo Online S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
15208,Servicio de Impuestos Internos,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
15236,Universidad de Colima,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
15256,Itau Unibanco S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.92,0.0
15311,Telefonica Empresas,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.83,0.0
15718,TESSERAKT-UK - Tesserakt Inc.,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16397,EQUINIX BRASIL,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.89,0.01
16471,Adexus S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16531,TOPNET SA de CV,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.98
16592,ICOMSA S.A. de C.V.,SV,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.67
16594,COMPUGRAF Servicos Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
16596,Universidad Autonoma del Estado de Baja California,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16629,CTC. CORP S.A. TELEFONICA EMPRESAS,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.26,0.04
16685,TIVIT TERCEIRIZACAO DE PROCESSOS,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16689,TV Azteca,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.75,0.0
16701,ADMINISTRACION FEDERAL DE INGRESOS PUBLICOSAFIP,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.2,0.0
16732,VELOCOM,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.12,1.0
16735,ALGAR TELECOM SA,BR,Americas,Latin America and the Caribbean,LACNIC,0.78,,1,0.95,0.0
16742,Universidad Catolica de Valparaiso,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
16762,Grupo Bimbo,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16780,Banco Santander,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16814,NSS S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
16849,NewPlanet S.A,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16874,SONDA S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
16891,Sociedade Mineira de Cultura,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
16906,El Salvador Network,SV,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.33,0.67
16960,Cablevision Red,MX,Americas,Latin America and the Caribbean,LACNIC,0.93,,1,0.79,0.0
16973,T-Four Services S.A,CR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
16990,TRANSBANK S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.86,0.14
17069,Coop Telefonica Villa Gesell Ltda,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.97,0.27
17072,TOTAL PLAY TELECOMUNICACIONES SA DE CV,MX,Americas,Latin America and the Caribbean,LACNIC,0.87,,1,1.0,0.0
17079,Telemovil El Salvador S.A.,SV,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.76
17108,Honos Data Exchange Informatica Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
17126,E-money,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
17147,Ministerio del Interior y de Seguridad Publica - Gobierno de Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
17222,MUNDIVOX DO BRASIL LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
17249,BURSATEC,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
17287,Universidad de Carabobo,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
17401,ERTACH S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.65,0.0
18449,MVS Net,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
18479,Universo Online S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.97,0.0
18492,Almacenes Paris Comercial S.A,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
18532,Secretaria de Hacienda y Credito Publico,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.86,0.0
18547,PICTURE INFORMATICA EIRELI,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.83,0.0
18592,Corporacion Universitaria para el Desarrollo de Internet,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.64,0.0
18667,Web2mil S.A,UY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
18678,INTERNEXA S.A. E.S.P,CO,Americas,Latin America and the Caribbean,LACNIC,0.94,,1,0.98,0.0
18734,Operbes,MX,Americas,Latin America and the Caribbean,LACNIC,0.93,,1,1.0,0.0
18739,AGENCIA MODERNA TECNOLOGIA LTDA.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
18809,Cable Onda,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
18822,Manquehuenet,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.7,0.0
18836,TIVIT TERCEIRIZACAO DE PROCESSOS,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
18840,EQUIPOS Y SISTEMAS S.A.,NI,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.91
18881,TELEFONICA BRASIL S.A,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19037,AMX Argentina S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19038,SCOTIABANK INVERLAT SA,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19089,UOL DIVEO S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19114,Otecel S.A.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.99,0.99
19180,AMERICATEL PERU S.A.,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.98,1.0
19182,TELEFONICA BRASIL S.A,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19192,Universidad Central de Venezuela,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
19196,TELEFONICA MOVIL DE CHILE S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
19200,Universidade Federal do Rio Grande do Sul,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,1.0
19244,Telmex USA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.11
19259,Todito.com S.A. de C.V.,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19315,Banelco S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.67,0.0
19332,Marcatel Com,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
19373,Triara.com,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.09,0.0
19422,Telefonica Moviles del Uruguay SA,UY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
19429,ETB - Colombia,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.84
19447,ALFANUMERIC,NI,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19582,GRUPO BRAVCO,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
19611,Associacao Antonio Vieira - Unisinos,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
19723,CIA. DE TECNOL. DA INFOR. E COMUNICACAO DO PARANA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
19763,Fundacao Universidade do Vale do Itajai,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
19863,Guyana Telephone & Telegraph Co.,GY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
19889,Cooperativa Telefonica Del Viso,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
19990,ZetaNET Telecom,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
20002,Telstar S.A.,UY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
20015,FullCom S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
20044,SA ESTADO DE MINAS,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
20116,CAIXA ECONOMICA FEDERAL,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
20117,HSBC BANK Argentina S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
20173,Televisa,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
20191,Pontificia Universidad Catolica de Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
20207,Gigared S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,0.93,,1,0.96,0.99
20255,Tecnowind S.A.,UY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.59,1.0
20299,Newcom Limited,GT,Americas,Latin America and the Caribbean,LACNIC,0.93,,1,0.98,0.91
20305,Banco Rio de la Plata S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
20312,Fundacion Centro Nacional de Innovacion Tecnologica CENIT,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
20321,Alternativa Gratis,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
21506,Fundacao Universidade de Brasilia,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
21520,Instituto Tecnologico Autonomo de MexicoITAM,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
21571,MLS Wireless SA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
21574,Century Telecom Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
21575,ENTEL PERU S.A.,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.59,0.0
21578,Universidad autonoma de Bucaramanga,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.75,0.0
21599,Cable Onda,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.99,0.83
21603,Universidad La Salle,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
21612,FUNDACAO INSTITUTO OSWALDO CRUZ,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
21692,Secretaria de la Funcion Publica,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
21741,Visualcorp Holding Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
21753,Consorcio seguros Vida,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
21756,SIDERCA S.A.I.C.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.2
21765,VOISSNET S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.57
21826,Corporacion Telemic C.A.,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
21911,UOL DIVEO S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
21980,Dayco Telecom,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22010,Primer Banco del Istmo,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22011,Sixsigma Networks Mexico,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.99,0.0
22047,VTR BANDA ANCHA S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22055,Banco Central do Brasil,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22080,Broadbandtech S. A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.99
22085,Claro SA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,1.0,1,1.0,1.0
22122,Universidad Autonoma de Yucatan,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22128,Grupo Editorial Sinos SA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22129,Task Software Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22133,Octet Brasil Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22148,MPS Informatica,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22177,Transit do Brasil SA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22185,TELEFONICA-UNIDAD LARGA DISTANCIA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22227,BAC International Bank,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22250,ABRANET- Associacao Brasileira de Internet,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22313,Supercable,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.81,0.0
22341,RTM - Rede de Telecomunicacoes para o Mercado Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.86,0.0
22356,Durand do Brasil Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,0.94,,1,1.0,1.0
22368,TELEBUCARAMANGA S.A. E.S.P.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.99,0.86
22381,Megatelecom Telecomunicacoes Ltda,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22407,Acesso a Internet Rapido Ltda.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22411,WIGO S.A.,PE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.9,0.07
22431,ABASE - SERVICOS TELECOM DES E COM SOFT LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22501,Cooperativa Telefonica Carlos Tejedor Ltda.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.5,0.0
22515,DEPARTAMENTO DE POLICIA FEDERAL,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22541,MegaLink,BO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22548,Nucleo de Inf. e Coord. do Ponto BR - NIC.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22566,Maxcom Telecomunicaciones,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.03
22678,OSDE,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22689,SERCOMTEL SA TELECOMUNICACOES,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,1.0,1,1.0,1.0
22698,AVANTEL SAS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22699,First Data Conosur S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22706,Matsunaka & Matsunaka Ltda - ME,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22724,PUNTONET S.A.,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.99
22726,C.A. Vencemos,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,1.0
22798,RED LINK S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22819,Fundacao Universidade de Caxias do Sul,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22860,SERVICIOS INTERNET LTDA,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
22869,CABLECOLOR S.A.,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.63,1.0
22876,JOHNSON & JOHNSON BR IND.COM.PR.SAUDE LT,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
22882,CEMEX Central,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22884,TOTAL PLAY TELECOMUNICACIONES SA DE CV,MX,Americas,Latin America and the Caribbean,LACNIC,0.94,,1,0.9,0.0
22894,Network Information Center Mexico,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
22908,Sixsigma Networks Mexico,MX,Americas,Latin America and the Caribbean,LACNIC,0.93,,1,0.91,0.01
22927,Telefonica de Argentina,AR,Americas,Latin America and the Caribbean,LACNIC,0.99,1.0,1,0.6,0.5
22975,Banco de Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.71,0.0
23002,Telmex do Brasil Ltda.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.92,0.0
23007,Universidad de Los Andes,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
23031,PIOVESAN AMPUERO EMILIO TELECU UNILINKMASTER,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.93
23074,PETROLEO BRASILEIRO S.A. - PETROBRAS,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
23105,BCMG INTERNET LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
23106,AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,1.0,1,1.0,0.0
23128,KIRTON BANK S.A. - BANCO MULTIPLO,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
23140,Universidad de Chile,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.67
23201,Telecel S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,0.49,1,1.0,0.99
23243,COMCEL GUATEMALA S.A.,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.56,0.98
23246,gigaipnet.com Inc,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.67,0.67
23289,Connection Network Systems,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
23360,Morgan & Morgan,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
23383,METRORED S.A. DE C.V.,HN,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.73,0.87
23416,Telefonica Data Chile S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
23487,CONECEL,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
23495,Hewlett-Packard Mexico,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
25607,IBW Communications,NI,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.96,0.92
25620,COTAS LTDA.,BO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.75,1.0
25718,Turismo Cocha S.A,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
25832,Cia. de Processamento de Dados do Estado da Bahia,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
25933,Vogel Solucoes em Telecom e Informatica SA,BR,Americas,Latin America and the Caribbean,LACNIC,0.97,,1,0.82,0.0
26048,CHILENA CONSOLIDADA SEGUROS S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
26104,Telespazio Brasil S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.83,0.0
26118,MINISTERIO PUBLICO FEDERAL - PROCURADORIA GERAL DA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
26194,123.com.ve,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
26210,AXS Bolivia S. A.,BO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.77,0.99
26218,EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
26317,Lisa Communications Ltd,TT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
26426,Columbus Networks Panama,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.86,0.29
26505,E-Commerce Park,CW,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
26592,EQUINIX BRASIL,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.91,0.0
26593,Telespazio Argentina,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
26594,Pampa Energia S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.33,0.0
26595,Enlaces y Comunicaciones del Sureste SA de CV,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
26598,IT2B TECNOLOGIA E SERVICOS LTDA.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.0,0.0
26599,TELEFONICA BRASIL S.A,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,1.0,1,1.0,0.0
26605,Universidad Industrial de Santander - UIS,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
26606,Cia de Proc. de Dado do Municipio de Porto Alegre,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,1.0,0,1.0,0.0
26607,KYNDRYL BRASIL SERVICOS LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
26609,Universal Telecom S.A.,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.93,0.0
26610,Universidad Tecnica Federico Santa Maria,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.1
26611,COMCEL S.A.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.96,0.95
26613,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.88,1.0
26615,TIM SA,BR,Americas,Latin America and the Caribbean,LACNIC,0.93,,1,0.83,0.0
26616,Ubx Datacenter e Telecomunicacoes LTDA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,1.0,0.0
26617,Navega.com S.A.,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.99,0.98
26618,Banco Mercantil del Norte S.A.,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
26619,GTD COLOMBIA S.A.S,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
26620,BANCA AFIRME,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
26621,FEROGLIO JULIA ELENA,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
26623,TECNOLOGIACHILE.COM LTDA TCHILE.COM,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
27648,TELECOMUNICACIONES BANTEL,VE,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.86,0.0
27649,Banco Aliado,PA,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
27650,EMTEL S.A. E.S.P.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.9,0.95
27651,ENTEL CHILE S.A.,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.61,0.55
27652,Claro SA,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
27653,Alpha Communications Network,HT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.9,0.0
27654,Universidad Francisco Marroquin,GT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
27655,YPF S.A.,AR,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
27656,DCN Solucoes em Tecnologia Ltda - EPP,BR,Americas,Latin America and the Caribbean,LACNIC,1.0,,0,0.0,0.0
27659,Ingenieria e Informatica Asociada Ltda IIA Ltda,CL,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
27660,Curacao Telecom,CW,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
27661,Network Information Center Mexico,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.0
27663,BRINKS DE COLOMBIA S.A.,CO,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.0,0.0
27665,Columbus Communications Trinidad Limited.,TT,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.49
27668,ETAPA EP,EC,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,0.99
27669,E-life Paraguay S.A.,PY,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,1.0,1.0
27672,SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV S.A. DE C.V.,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.25,0.0
27673,Instituto Nacional de Estadistica Geografia e Info,MX,Americas,Latin America and the Caribbean,LACNIC,1.0,,1,0.5,0.0
